cohort,arch,spec,cls,kind,group,n_seeds,n_pos_test,auprc,auprc_ceiling,auroc,gap,rel_gap,gap_ci_lo,gap_ci_hi,gap_seed_sd,q,blind,type,dx_group,low_ceiling,suff_abs0.02,suff_abs0.05,suff_abs0.1,suff_rel0.05,suff_rel0.1,sufficiency
chapman,seresnet,V6,TWC,single,morphology,5,281,0.7130,0.7532,0.9136,0.0402,0.0534,0.0051,0.0763,0.0099,0.0288,False,ok,repolarization,False,indeterminate,indeterminate,sufficient,indeterminate,indeterminate,indeterminate
chapman,seresnet,V6,LAD,single,morphology,5,57,0.1245,0.6051,0.8138,0.4805,0.7942,0.3440,0.5885,0.0307,0.0024,True,B_confusion,axis,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,V6,SB,single,rhythm,5,583,0.9999,0.9997,1.0000,-0.0002,-0.0002,-0.0004,0.0000,0.0005,0.9740,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,V6,SVT,single,rhythm,5,87,0.9027,0.9522,0.9950,0.0495,0.0520,0.0050,0.1024,0.0286,0.0259,False,ok,rhythm,False,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
chapman,seresnet,V6,SR,single,rhythm,5,274,0.9969,0.9964,0.9993,-0.0006,-0.0006,-0.0051,0.0030,0.0042,0.6446,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,V6,ST,single,rhythm,5,235,0.9856,0.9908,0.9972,0.0052,0.0053,-0.0019,0.0130,0.0042,0.1445,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,V6,STTC,single,morphology,5,174,0.5916,0.6093,0.9128,0.0177,0.0290,-0.0347,0.0678,0.0246,0.3751,False,ok,repolarization,False,indeterminate,indeterminate,sufficient,indeterminate,indeterminate,indeterminate
chapman,seresnet,V6,LVH,single,morphology,5,196,0.6141,0.8036,0.9013,0.1896,0.2359,0.1352,0.2438,0.0297,0.0024,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,V6,RBBB,single,morphology,5,68,0.8862,0.9695,0.9832,0.0833,0.0860,0.0384,0.1416,0.0121,0.0024,False,ok,conduction,False,loss,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
chapman,seresnet,ALL,AF,ceiling,rhythm,5,267,0.9582,0.9582,0.9946,0.0000,0.0000,,,0.0000,,False,ok,rhythm,False,na,na,na,na,na,na
chapman,seresnet,ALL,AFL,ceiling,rhythm,5,67,0.8139,0.8139,0.9767,0.0000,0.0000,,,0.0000,,False,ok,rhythm,False,na,na,na,na,na,na
chapman,seresnet,ALL,TWC,ceiling,morphology,5,281,0.7532,0.7532,0.9342,0.0000,0.0000,,,0.0000,,False,ok,repolarization,False,na,na,na,na,na,na
chapman,seresnet,ALL,LAD,ceiling,morphology,5,57,0.6051,0.6051,0.9810,0.0000,0.0000,,,0.0000,,False,ok,axis,False,na,na,na,na,na,na
chapman,seresnet,ALL,SB,ceiling,rhythm,5,583,0.9997,0.9997,0.9998,0.0000,0.0000,,,0.0000,,False,ok,rhythm,False,na,na,na,na,na,na
chapman,seresnet,ALL,SVT,ceiling,rhythm,5,87,0.9522,0.9522,0.9973,0.0000,0.0000,,,0.0000,,False,ok,rhythm,False,na,na,na,na,na,na
chapman,seresnet,ALL,SR,ceiling,rhythm,5,274,0.9964,0.9964,0.9990,0.0000,0.0000,,,0.0000,,False,ok,rhythm,False,na,na,na,na,na,na
chapman,seresnet,ALL,ST,ceiling,rhythm,5,235,0.9908,0.9908,0.9976,0.0000,0.0000,,,0.0000,,False,ok,rhythm,False,na,na,na,na,na,na
chapman,seresnet,ALL,STTC,ceiling,morphology,5,174,0.6093,0.6093,0.9252,0.0000,0.0000,,,0.0000,,False,ok,repolarization,False,na,na,na,na,na,na
chapman,seresnet,ALL,LVH,ceiling,morphology,5,196,0.8036,0.8036,0.9619,0.0000,0.0000,,,0.0000,,False,ok,hypertrophy,False,na,na,na,na,na,na
chapman,seresnet,ALL,RBBB,ceiling,morphology,5,68,0.9695,0.9695,0.9981,0.0000,0.0000,,,0.0000,,False,ok,conduction,False,na,na,na,na,na,na
chapman,seresnet,I+II,AF,device,rhythm,5,267,0.9578,0.9582,0.9926,0.0005,0.0005,-0.0256,0.0239,0.0181,0.5927,False,ok,rhythm,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,I+II,AFL,device,rhythm,5,67,0.7699,0.8139,0.9741,0.0440,0.0541,-0.0291,0.1226,0.0258,0.2540,False,ok,rhythm,False,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
chapman,seresnet,I+II,TWC,device,morphology,5,281,0.6688,0.7532,0.9000,0.0844,0.1121,0.0491,0.1187,0.0182,0.0044,False,ok,repolarization,False,loss,indeterminate,indeterminate,loss,indeterminate,indeterminate
chapman,seresnet,I+II,LAD,device,morphology,5,57,0.7066,0.6051,0.9851,-0.1015,-0.1677,-0.1952,-0.0028,0.0371,0.9850,False,ok,axis,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,I+II,SB,device,rhythm,5,583,0.9997,0.9997,0.9998,0.0000,0.0000,-0.0002,0.0003,0.0006,0.5927,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,I+II,SVT,device,rhythm,5,87,0.9294,0.9522,0.9976,0.0228,0.0239,-0.0144,0.0670,0.0435,0.3377,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman,seresnet,I+II,SR,device,rhythm,5,274,0.9961,0.9964,0.9989,0.0003,0.0003,-0.0039,0.0038,0.0032,0.6071,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,I+II,ST,device,rhythm,5,235,0.9924,0.9908,0.9975,-0.0016,-0.0016,-0.0068,0.0024,0.0028,0.8622,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,I+II,STTC,device,morphology,5,174,0.5493,0.6093,0.9126,0.0600,0.0984,0.0152,0.1076,0.0273,0.0080,False,ok,repolarization,False,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
chapman,seresnet,I+II,LVH,device,morphology,5,196,0.3666,0.8036,0.7891,0.4370,0.5438,0.3640,0.5008,0.0127,0.0044,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,I+II,RBBB,device,morphology,5,68,0.9173,0.9695,0.9906,0.0522,0.0538,0.0221,0.0910,0.0072,0.0044,False,ok,conduction,False,loss,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman,seresnet,LIMB6,AF,device,rhythm,5,267,0.9556,0.9582,0.9936,0.0027,0.0028,-0.0106,0.0188,0.0088,0.4737,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,LIMB6,AFL,device,rhythm,5,67,0.7649,0.8139,0.9738,0.0490,0.0602,-0.0262,0.1307,0.0276,0.2379,False,ok,rhythm,False,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
chapman,seresnet,LIMB6,TWC,device,morphology,5,281,0.6661,0.7532,0.8998,0.0872,0.1157,0.0520,0.1252,0.0187,0.0044,False,ok,repolarization,False,loss,loss,indeterminate,loss,indeterminate,loss
chapman,seresnet,LIMB6,LAD,device,morphology,5,57,0.6718,0.6051,0.9844,-0.0667,-0.1103,-0.1622,0.0250,0.0545,0.9767,False,ok,axis,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,LIMB6,SB,device,rhythm,5,583,0.9996,0.9997,0.9998,0.0001,0.0001,-0.0001,0.0004,0.0003,0.3626,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,LIMB6,SVT,device,rhythm,5,87,0.9345,0.9522,0.9973,0.0177,0.0186,-0.0102,0.0535,0.0372,0.3056,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman,seresnet,LIMB6,SR,device,rhythm,5,274,0.9967,0.9964,0.9992,-0.0003,-0.0003,-0.0039,0.0021,0.0022,0.6852,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,LIMB6,ST,device,rhythm,5,235,0.9915,0.9908,0.9970,-0.0006,-0.0006,-0.0055,0.0032,0.0035,0.7121,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,LIMB6,STTC,device,morphology,5,174,0.5628,0.6093,0.9170,0.0465,0.0763,0.0061,0.0890,0.0370,0.0440,False,ok,repolarization,False,indeterminate,indeterminate,sufficient,indeterminate,indeterminate,indeterminate
chapman,seresnet,LIMB6,LVH,device,morphology,5,196,0.3772,0.8036,0.7910,0.4265,0.5307,0.3503,0.4882,0.0287,0.0044,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,LIMB6,RBBB,device,morphology,5,68,0.9071,0.9695,0.9931,0.0624,0.0643,0.0278,0.1044,0.0184,0.0044,False,ok,conduction,False,loss,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
chapman,seresnet,CH3,AF,device,rhythm,5,267,0.9539,0.9582,0.9931,0.0044,0.0046,-0.0068,0.0181,0.0085,0.3612,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,CH3,AFL,device,rhythm,5,67,0.7620,0.8139,0.9715,0.0519,0.0637,-0.0129,0.1237,0.0320,0.1670,False,ok,rhythm,False,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
chapman,seresnet,CH3,TWC,device,morphology,5,281,0.6723,0.7532,0.8995,0.0809,0.1074,0.0489,0.1120,0.0158,0.0044,False,ok,repolarization,False,loss,indeterminate,indeterminate,loss,indeterminate,indeterminate
chapman,seresnet,CH3,LAD,device,morphology,5,57,0.6827,0.6051,0.9851,-0.0776,-0.1282,-0.1616,0.0107,0.0452,0.9850,False,ok,axis,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,CH3,SB,device,rhythm,5,583,0.9997,0.9997,0.9998,0.0001,0.0001,-0.0001,0.0003,0.0007,0.4193,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,CH3,SVT,device,rhythm,5,87,0.9416,0.9522,0.9974,0.0106,0.0111,-0.0081,0.0352,0.0389,0.3056,False,ok,rhythm,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,CH3,SR,device,rhythm,5,274,0.9963,0.9964,0.9991,0.0000,0.0000,-0.0014,0.0016,0.0033,0.6300,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,CH3,ST,device,rhythm,5,235,0.9921,0.9908,0.9969,-0.0013,-0.0013,-0.0061,0.0021,0.0029,0.8525,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,CH3,STTC,device,morphology,5,174,0.5652,0.6093,0.9163,0.0441,0.0724,0.0036,0.0903,0.0234,0.0642,False,ok,repolarization,False,indeterminate,indeterminate,sufficient,indeterminate,indeterminate,indeterminate
chapman,seresnet,CH3,LVH,device,morphology,5,196,0.4118,0.8036,0.8051,0.3918,0.4876,0.3168,0.4575,0.0267,0.0044,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,CH3,RBBB,device,morphology,5,68,0.9631,0.9695,0.9949,0.0064,0.0066,-0.0085,0.0224,0.0207,0.3798,False,ok,conduction,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,CH4,AF,device,rhythm,5,267,0.9668,0.9582,0.9938,-0.0085,-0.0089,-0.0316,0.0134,0.0209,0.7936,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,CH4,AFL,device,rhythm,5,67,0.7721,0.8139,0.9763,0.0418,0.0514,-0.0201,0.1064,0.0117,0.2253,False,ok,rhythm,False,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
chapman,seresnet,CH4,TWC,device,morphology,5,281,0.6513,0.7532,0.8968,0.1019,0.1353,0.0695,0.1337,0.0194,0.0044,False,ok,repolarization,False,loss,loss,indeterminate,loss,indeterminate,loss
chapman,seresnet,CH4,LAD,device,morphology,5,57,0.6922,0.6051,0.9859,-0.0871,-0.1440,-0.1648,-0.0111,0.0456,0.9850,False,ok,axis,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,CH4,SB,device,rhythm,5,583,0.9996,0.9997,0.9997,0.0002,0.0002,-0.0001,0.0005,0.0004,0.3056,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,CH4,SVT,device,rhythm,5,87,0.9489,0.9522,0.9976,0.0033,0.0034,-0.0134,0.0253,0.0371,0.5775,False,ok,rhythm,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,CH4,SR,device,rhythm,5,274,0.9968,0.9964,0.9992,-0.0005,-0.0005,-0.0026,0.0016,0.0037,0.7936,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,CH4,ST,device,rhythm,5,235,0.9930,0.9908,0.9978,-0.0022,-0.0022,-0.0073,0.0017,0.0034,0.9418,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,seresnet,CH4,STTC,device,morphology,5,174,0.5755,0.6093,0.9213,0.0338,0.0554,-0.0052,0.0743,0.0433,0.1444,False,ok,repolarization,False,indeterminate,indeterminate,sufficient,indeterminate,indeterminate,indeterminate
chapman,seresnet,CH4,LVH,device,morphology,5,196,0.3986,0.8036,0.8037,0.4050,0.5040,0.3311,0.4697,0.0222,0.0044,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
chapman,seresnet,CH4,RBBB,device,morphology,5,68,0.9659,0.9695,0.9965,0.0036,0.0037,-0.0093,0.0180,0.0138,0.4976,False,ok,conduction,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,inceptiontime,I,AF,single,rhythm,5,267,0.8917,0.9435,0.9830,0.0517,0.0548,0.0158,0.0870,0.0108,0.0043,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman,inceptiontime,I,AFL,single,rhythm,5,67,0.4058,0.7475,0.9395,0.3417,0.4571,0.1858,0.4446,0.0085,0.0024,True,B_confusion,rhythm,False,loss,loss,loss,loss,loss,loss
chapman,inceptiontime,I,TWC,single,morphology,5,281,0.5352,0.7399,0.8314,0.2046,0.2766,0.1485,0.2616,0.0217,0.0024,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
chapman,inceptiontime,I,LAD,single,morphology,5,57,0.1073,0.5673,0.6577,0.4599,0.8108,0.3132,0.5919,0.0395,0.0024,True,B_confusion,axis,False,loss,loss,loss,loss,loss,loss
chapman,inceptiontime,I,SB,single,rhythm,5,583,0.9995,0.9995,0.9997,0.0000,0.0000,-0.0004,0.0005,0.0003,0.5006,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,inceptiontime,I,SVT,single,rhythm,5,87,0.9117,0.9034,0.9953,-0.0083,-0.0092,-0.0560,0.0350,0.0107,0.7033,False,ok,rhythm,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,inceptiontime,I,SR,single,rhythm,5,274,0.9906,0.9964,0.9985,0.0058,0.0058,-0.0011,0.0189,0.0016,0.1708,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,inceptiontime,I,ST,single,rhythm,5,235,0.9899,0.9899,0.9975,0.0000,0.0000,-0.0082,0.0068,0.0055,0.5788,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,inceptiontime,I,STTC,single,morphology,5,174,0.4902,0.5853,0.8798,0.0951,0.1625,0.0295,0.1581,0.0190,0.0080,False,ok,repolarization,False,loss,indeterminate,indeterminate,loss,indeterminate,indeterminate
chapman,inceptiontime,I,LVH,single,morphology,5,196,0.2515,0.7926,0.7264,0.5411,0.6826,0.4722,0.5960,0.0127,0.0024,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
chapman,inceptiontime,I,RBBB,single,morphology,5,68,0.8923,0.9720,0.9748,0.0797,0.0820,0.0328,0.1411,0.0114,0.0043,False,ok,conduction,False,loss,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
chapman,inceptiontime,II,AF,single,rhythm,5,267,0.9015,0.9435,0.9882,0.0420,0.0445,0.0046,0.0750,0.0135,0.0248,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman,inceptiontime,II,AFL,single,rhythm,5,67,0.6776,0.7475,0.9646,0.0698,0.0934,-0.0111,0.1559,0.0291,0.0751,False,ok,rhythm,False,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
chapman,inceptiontime,II,TWC,single,morphology,5,281,0.6254,0.7399,0.8711,0.1145,0.1548,0.0633,0.1688,0.0215,0.0024,False,ok,repolarization,False,loss,loss,indeterminate,loss,indeterminate,loss
chapman,inceptiontime,II,LAD,single,morphology,5,57,0.5927,0.5673,0.9757,-0.0254,-0.0448,-0.1249,0.0929,0.0593,0.7540,False,ok,axis,False,indeterminate,indeterminate,sufficient,indeterminate,indeterminate,indeterminate
chapman,inceptiontime,II,SB,single,rhythm,5,583,0.9997,0.9995,0.9998,-0.0002,-0.0002,-0.0006,0.0001,0.0004,0.9159,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,inceptiontime,II,SVT,single,rhythm,5,87,0.9326,0.9034,0.9969,-0.0293,-0.0324,-0.0796,0.0211,0.0092,0.9044,False,ok,rhythm,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,inceptiontime,II,SR,single,rhythm,5,274,0.9966,0.9964,0.9990,-0.0002,-0.0002,-0.0031,0.0025,0.0023,0.6947,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,inceptiontime,II,ST,single,rhythm,5,235,0.9882,0.9899,0.9961,0.0017,0.0017,-0.0057,0.0093,0.0060,0.4426,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,inceptiontime,II,STTC,single,morphology,5,174,0.4842,0.5853,0.9001,0.1011,0.1727,0.0438,0.1555,0.0257,0.0062,False,ok,repolarization,False,loss,indeterminate,indeterminate,loss,indeterminate,indeterminate
chapman,inceptiontime,II,LVH,single,morphology,5,196,0.3597,0.7926,0.7569,0.4328,0.5461,0.3619,0.4989,0.0308,0.0024,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
chapman,inceptiontime,II,RBBB,single,morphology,5,68,0.7506,0.9720,0.9374,0.2214,0.2278,0.1370,0.3211,0.0345,0.0024,True,B_confusion,conduction,False,loss,loss,loss,loss,loss,loss
chapman,inceptiontime,III,AF,single,rhythm,5,267,0.9047,0.9435,0.9882,0.0388,0.0411,0.0051,0.0658,0.0134,0.0197,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman,inceptiontime,III,AFL,single,rhythm,5,67,0.7064,0.7475,0.9731,0.0411,0.0550,-0.0551,0.1423,0.0257,0.2921,False,ok,rhythm,False,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
chapman,inceptiontime,III,TWC,single,morphology,5,281,0.4341,0.7399,0.7590,0.3058,0.4133,0.2348,0.3755,0.0205,0.0024,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
chapman,inceptiontime,III,LAD,single,morphology,5,57,0.2512,0.5673,0.9137,0.3161,0.5572,0.2010,0.4171,0.0367,0.0024,True,B_confusion,axis,False,loss,loss,loss,loss,loss,loss
chapman,inceptiontime,III,SB,single,rhythm,5,583,0.9992,0.9995,0.9995,0.0004,0.0004,-0.0003,0.0011,0.0005,0.2174,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,inceptiontime,III,SVT,single,rhythm,5,87,0.9220,0.9034,0.9963,-0.0187,-0.0207,-0.0600,0.0314,0.0199,0.8334,False,ok,rhythm,False,indeterminate,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,inceptiontime,III,SR,single,rhythm,5,274,0.9936,0.9964,0.9980,0.0028,0.0028,-0.0019,0.0085,0.0019,0.1993,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,inceptiontime,III,ST,single,rhythm,5,235,0.9895,0.9899,0.9975,0.0004,0.0004,-0.0073,0.0071,0.0052,0.5757,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,inceptiontime,III,STTC,single,morphology,5,174,0.3271,0.5853,0.7923,0.2582,0.4412,0.1754,0.3345,0.0212,0.0024,True,B_confusion,repolarization,False,loss,loss,loss,loss,loss,loss
chapman,inceptiontime,III,LVH,single,morphology,5,196,0.2571,0.7926,0.7005,0.5355,0.6756,0.4685,0.5927,0.0193,0.0024,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
chapman,inceptiontime,III,RBBB,single,morphology,5,68,0.7088,0.9720,0.9439,0.2632,0.2708,0.1726,0.3703,0.0501,0.0024,True,B_confusion,conduction,False,loss,loss,loss,loss,loss,loss
chapman,inceptiontime,aVR,AF,single,rhythm,5,267,0.9067,0.9435,0.9859,0.0368,0.0390,0.0085,0.0643,0.0162,0.0043,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman,inceptiontime,aVR,AFL,single,rhythm,5,67,0.5940,0.7475,0.9587,0.1535,0.2054,0.0493,0.2616,0.0460,0.0062,True,B_confusion,rhythm,False,loss,indeterminate,indeterminate,loss,indeterminate,indeterminate
chapman,inceptiontime,aVR,TWC,single,morphology,5,281,0.6326,0.7399,0.8752,0.1073,0.1450,0.0711,0.1464,0.0252,0.0024,False,ok,repolarization,False,loss,loss,indeterminate,loss,indeterminate,loss
chapman,inceptiontime,aVR,LAD,single,morphology,5,57,0.3434,0.5673,0.9179,0.2239,0.3947,0.0653,0.3808,0.0623,0.0080,True,B_confusion,axis,False,loss,loss,indeterminate,loss,loss,loss
chapman,inceptiontime,aVR,SB,single,rhythm,5,583,0.9996,0.9995,0.9998,-0.0001,-0.0001,-0.0005,0.0002,0.0002,0.8250,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,inceptiontime,aVR,SVT,single,rhythm,5,87,0.9308,0.9034,0.9946,-0.0274,-0.0303,-0.0706,0.0070,0.0323,0.9364,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,inceptiontime,aVR,SR,single,rhythm,5,274,0.9977,0.9964,0.9995,-0.0013,-0.0013,-0.0041,0.0009,0.0017,0.8864,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,inceptiontime,aVR,ST,single,rhythm,5,235,0.9909,0.9899,0.9977,-0.0010,-0.0010,-0.0078,0.0044,0.0043,0.7002,False,ok,rhythm,False,sufficient,sufficient,sufficient,sufficient,sufficient,sufficient
chapman,inceptiontime,aVR,STTC,single,morphology,5,174,0.5390,0.5853,0.9092,0.0463,0.0792,-0.0011,0.0939,0.0121,0.0535,False,ok,repolarization,False,indeterminate,indeterminate,sufficient,indeterminate,indeterminate,indeterminate
chapman,inceptiontime,aVR,LVH,single,morphology,5,196,0.3370,0.7926,0.7681,0.4556,0.5749,0.3841,0.5181,0.0208,0.0024,True,B_confusion,hypertrophy,False,loss,loss,loss,loss,loss,loss
chapman,inceptiontime,aVR,RBBB,single,morphology,5,68,0.8410,0.9720,0.9719,0.1310,0.1348,0.0665,0.2018,0.0181,0.0024,False,ok,conduction,False,loss,loss,indeterminate,loss,indeterminate,loss
chapman,inceptiontime,aVL,AF,single,rhythm,5,267,0.8990,0.9435,0.9847,0.0445,0.0472,0.0139,0.0720,0.0175,0.0043,False,ok,rhythm,False,indeterminate,indeterminate,sufficient,indeterminate,sufficient,indeterminate
chapman,inceptiontime,aVL,AFL,single,rhythm,5,67,0.7157,0.7475,0.9654,0.0318,0.0426,-0.0675,0.1319,0.0365,0.3687,False,ok,rhythm,False,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate
